6.470000000000000000e+02	4.500000000000000000e+02
6.519980057409251231e+02	4.508975949471577565e+02
6.519920230030776338e+02	4.517951721711782511e+02
6.509821407565448226e+02	4.526793836821983632e+02
6.509682505995510837e+02	4.535724292793607901e+02
6.509503922964433968e+02	4.544654043384092006e+02
6.509285661998364958e+02	4.553582912274267187e+02
6.509027727406896702e+02	4.562510723162372415e+02
6.498736442072618047e+02	4.571081890315957708e+02
6.488408849960520683e+02	4.579562839307559443e+02
6.498025807687386077e+02	4.588841835951146777e+02
6.497611309845085543e+02	4.597719265137450861e+02
6.547086303111323105e+02	4.609259633964328486e+02
6.536597273658193217e+02	4.617777523016968644e+02
6.536053818152532813e+02	4.626826060360220367e+02
6.545447955384813667e+02	4.636538133179281544e+02
6.554795785815183535e+02	4.646336183482290494e+02
6.544153767320293582e+02	4.654710618737855725e+02
6.553414153419720378e+02	4.664591356199441066e+02
6.582555656168710811e+02	4.676243975669272004e+02
6.521988735107602224e+02	4.680170905248211284e+02
6.521168176377107102e+02	4.689153912992665028e+02
6.560116728303731861e+02	4.702037288051313908e+02
6.559198629019706459e+02	4.711189503156192586e+02
6.558239870571793517e+02	4.720337548294901353e+02
6.557240471890809204e+02	4.729481242838013486e+02
6.556200452710022546e+02	4.738620406242006879e+02
6.535263603288766490e+02	4.745361091308354275e+02
6.544075937068349731e+02	4.755643430383314580e+02
6.572671054298316449e+02	4.768579039900553198e+02
6.571457150178582651e+02	4.777786383708824474e+02
6.570202344848750045e+02	4.786988242586238016e+02
6.559007588142135319e+02	4.794767284434871613e+02
6.567570130471126504e+02	4.805374778892438599e+02
6.595851042871371419e+02	4.819074295572338542e+02
6.604291836647811351e+02	4.829933123856000634e+02
6.573188019358705105e+02	4.834501773369782995e+02
6.561816031399872600e+02	4.842074045584402597e+02
6.609564547801661547e+02	4.859635118777869138e+02
6.607945668179488621e+02	4.869005501318516167e+02
6.557072896622224789e+02	4.869528209995189059e+02
6.555410574887494022e+02	4.878665246148441952e+02
6.563534021266754053e+02	4.889650283041935950e+02
6.610872275438050565e+02	4.908311445819226151e+02
6.609037087730995381e+02	4.917687158738644371e+02
6.607160256792737982e+02	4.927054624366906523e+02
6.605241819681568813e+02	4.936413657742098167e+02
6.613064520390211101e+02	4.947837395343540265e+02
6.611053675928309303e+02	4.957222459366960265e+02
6.609001148417390823e+02	4.966598495469204408e+02
6.606906978384897684e+02	4.975965318519132552e+02
6.624259829469217493e+02	4.989816472674625061e+02
6.631796569711092388e+02	5.001541010654182742e+02
6.629546906188268167e+02	5.011008781083039594e+02
6.627255194465019486e+02	5.020466461572302137e+02
6.576407290755175836e+02	5.017815375301611311e+02
6.593469838271278149e+02	5.031962438757122982e+02
6.591085374319154653e+02	5.041259602509293813e+02
6.627338503476299820e+02	5.060741376774726632e+02
6.615167525606424306e+02	5.067596986091360804e+02
6.612624503929343973e+02	5.076990212566292371e+02
6.610039768187027676e+02	5.086372046289070568e+02
6.597790477317658997e+02	5.093022017529998493e+02
6.643188197089156120e+02	5.116152864034351637e+02
6.621232464931320010e+02	5.120058730864584504e+02
6.618456267550833445e+02	5.129478389203784445e+02
